,Importers,Country,Product,Quantity,Year,Month,Unit,Values
3170,China,Australia,090111,0,2018,M12,Kilograms,143
3171,"Hong Kong, China",Australia,090111,0,2018,M12,Kilograms,20
3172,Lebanon,Australia,090111,313,2018,M12,Kilograms,0
3173,Qatar,Australia,090111,0,2018,M12,Kilograms,0
3174,United Arab Emirates,Australia,090111,0,2018,M12,Kilograms,0
3175,Germany,Australia,090111,2301920,2019,M01,Kilograms,0
3176,United Kingdom,Australia,090111,1104383,2019,M01,Kilograms,0
3177,France,Australia,090111,1413734,2019,M01,Kilograms,0
3178,Switzerland,Australia,090111,0,2019,M01,Kilograms,0
3179,Greece,Australia,090111,20277,2019,M01,Kilograms,0
3180,Spain,Australia,090111,1709,2019,M01,Kilograms,0
3181,China,Australia,090111,209,2019,M01,Kilograms,2
3182,"Hong Kong, China",Australia,090111,0,2019,M01,Kilograms,0
3183,Lebanon,Australia,090111,176,2019,M01,Kilograms,0
3184,Qatar,Australia,090111,0,2019,M01,Kilograms,0
3185,United Arab Emirates,Australia,090111,0,2019,M01,Kilograms,0
3186,Germany,Australia,090111,1465568,2019,M02,Kilograms,0
3187,United Kingdom,Australia,090111,985607,2019,M02,Kilograms,0
3188,France,Australia,090111,1014978,2019,M02,Kilograms,7
3189,Switzerland,Australia,090111,0,2019,M02,Kilograms,0
3190,Greece,Australia,090111,0,2019,M02,Kilograms,0
3191,Spain,Australia,090111,84792,2019,M02,Kilograms,0
3192,China,Australia,090111,0,2019,M02,Kilograms,2
3193,"Hong Kong, China",Australia,090111,214,2019,M02,Kilograms,78
3194,Lebanon,Australia,090111,92,2019,M02,Kilograms,0
3195,Qatar,Australia,090111,0,2019,M02,Kilograms,0
3196,United Arab Emirates,Australia,090111,0,2019,M02,Kilograms,30
3197,Germany,Australia,090111,2059139,2019,M03,Kilograms,0
3198,United Kingdom,Australia,090111,1087190,2019,M03,Kilograms,0
3199,France,Australia,090111,829885,2019,M03,Kilograms,0
3200,Switzerland,Australia,090111,62447,2019,M03,Kilograms,0
3201,Greece,Australia,090111,0,2019,M03,Kilograms,0
3202,Spain,Australia,090111,88282,2019,M03,Kilograms,0
3203,China,Australia,090111,0,2019,M03,Kilograms,36
3204,"Hong Kong, China",Australia,090111,1083,2019,M03,Kilograms,4
3205,Lebanon,Australia,090111,118,2019,M03,Kilograms,0
3206,Qatar,Australia,090111,0,2019,M03,Kilograms,0
3207,United Arab Emirates,Australia,090111,0,2019,M03,Kilograms,0
3208,Germany,Australia,090111,5090960,2019,M04,Kilograms,0
3209,United Kingdom,Australia,090111,1266377,2019,M04,Kilograms,0
3210,France,Australia,090111,3033138,2019,M04,Kilograms,47
3211,Switzerland,Australia,090111,263326,2019,M04,Kilograms,0
3212,Greece,Australia,090111,22645,2019,M04,Kilograms,0
3213,Spain,Australia,090111,388901,2019,M04,Kilograms,0
3214,China,Australia,090111,0,2019,M04,Kilograms,0
3215,"Hong Kong, China",Australia,090111,1370,2019,M04,Kilograms,6
3216,Lebanon,Australia,090111,159,2019,M04,Kilograms,0
3217,Qatar,Australia,090111,0,2019,M04,Kilograms,0
3218,United Arab Emirates,Australia,090111,0,2019,M04,Kilograms,0
3219,Germany,Australia,090111,7419858,2019,M05,Kilograms,0
3220,United Kingdom,Australia,090111,1335205,2019,M05,Kilograms,3
3221,France,Australia,090111,7459888,2019,M05,Kilograms,0
3222,Switzerland,Australia,090111,202273,2019,M05,Kilograms,0
3223,Greece,Australia,090111,0,2019,M05,Kilograms,0
3224,Spain,Australia,090111,1661510,2019,M05,Kilograms,0
3225,China,Australia,090111,0,2019,M05,Kilograms,0
3226,"Hong Kong, China",Australia,090111,0,2019,M05,Kilograms,29
3227,Lebanon,Australia,090111,0,2019,M05,Kilograms,0
3228,Qatar,Australia,090111,0,2019,M05,Kilograms,0
3229,United Arab Emirates,Australia,090111,0,2019,M05,Kilograms,0
3230,Germany,Australia,090111,8636559,2019,M06,Kilograms,0
3231,United Kingdom,Australia,090111,1271042,2019,M06,Kilograms,0
3232,France,Australia,090111,11070636,2019,M06,Kilograms,0
3233,Switzerland,Australia,090111,63923,2019,M06,Kilograms,0
3234,Greece,Australia,090111,21066,2019,M06,Kilograms,0
3235,Spain,Australia,090111,3660950,2019,M06,Kilograms,0
3236,China,Australia,090111,0,2019,M06,Kilograms,0
3237,"Hong Kong, China",Australia,090111,0,2019,M06,Kilograms,3
3238,Lebanon,Australia,090111,158,2019,M06,Kilograms,0
3239,Qatar,Australia,090111,0,2019,M06,Kilograms,0
3240,United Arab Emirates,Australia,090111,1265,2019,M06,Kilograms,7
3241,Germany,Australia,090111,8889850,2019,M07,Kilograms,0
3242,United Kingdom,Australia,090111,1592746,2019,M07,Kilograms,0
3243,France,Australia,090111,15141906,2019,M07,Kilograms,0
3244,Switzerland,Australia,090111,19290,2019,M07,Kilograms,0
3245,Greece,Australia,090111,541942,2019,M07,Kilograms,0
3246,Spain,Australia,090111,2994588,2019,M07,Kilograms,0
3247,China,Australia,090111,0,2019,M07,Kilograms,15
3248,"Hong Kong, China",Australia,090111,0,2019,M07,Kilograms,5
3249,Lebanon,Australia,090111,200,2019,M07,Kilograms,0
3250,Qatar,Australia,090111,0,2019,M07,Kilograms,3
3251,United Arab Emirates,Australia,090111,0,2019,M07,Kilograms,0
3252,Germany,Australia,090111,7168925,2019,M08,Kilograms,0
3253,United Kingdom,Australia,090111,1757017,2019,M08,Kilograms,46
3254,France,Australia,090111,9639200,2019,M08,Kilograms,0
3255,Switzerland,Australia,090111,96776,2019,M08,Kilograms,0
3256,Greece,Australia,090111,409671,2019,M08,Kilograms,38
3257,Spain,Australia,090111,2043088,2019,M08,Kilograms,0
3258,China,Australia,090111,0,2019,M08,Kilograms,4
3259,"Hong Kong, China",Australia,090111,0,2019,M08,Kilograms,5
3260,Lebanon,Australia,090111,0,2019,M08,Kilograms,0
3261,Qatar,Australia,090111,0,2019,M08,Kilograms,0
3262,United Arab Emirates,Australia,090111,0,2019,M08,Kilograms,0
3263,Germany,Australia,090111,6902471,2019,M09,Kilograms,250
3264,United Kingdom,Australia,090111,1288736,2019,M09,Kilograms,0
3265,France,Australia,090111,7797020,2019,M09,Kilograms,0
3266,Switzerland,Australia,090111,99268,2019,M09,Kilograms,18
3267,Greece,Australia,090111,271723,2019,M09,Kilograms,0
3268,Spain,Australia,090111,960294,2019,M09,Kilograms,0
3269,China,Australia,090111,0,2019,M09,Kilograms,14
3270,"Hong Kong, China",Australia,090111,0,2019,M09,Kilograms,55
3271,Lebanon,Australia,090111,443,2019,M09,Kilograms,0
3272,Qatar,Australia,090111,0,2019,M09,Kilograms,0
3273,United Arab Emirates,Australia,090111,0,2019,M09,Kilograms,29
3274,Germany,Australia,090111,6743633,2019,M10,Kilograms,254
3275,United Kingdom,Australia,090111,1616352,2019,M10,Kilograms,2
3276,France,Australia,090111,4308847,2019,M10,Kilograms,0
3277,Switzerland,Australia,090111,91198,2019,M10,Kilograms,0
3278,Greece,Australia,090111,141681,2019,M10,Kilograms,0
3279,Spain,Australia,090111,324676,2019,M10,Kilograms,0
3280,China,Australia,090111,0,2019,M10,Kilograms,16
3281,"Hong Kong, China",Australia,090111,0,2019,M10,Kilograms,8
3282,Lebanon,Australia,090111,0,2019,M10,Kilograms,0
3283,Qatar,Australia,090111,1269,2019,M10,Kilograms,8
3284,United Arab Emirates,Australia,090111,0,2019,M10,Kilograms,0
3285,Germany,Australia,090111,4229384,2019,M11,Kilograms,0
3286,United Kingdom,Australia,090111,1514686,2019,M11,Kilograms,0
3287,France,Australia,090111,2998723,2019,M11,Kilograms,0
3288,Switzerland,Australia,090111,61288,2019,M11,Kilograms,0
3289,Greece,Australia,090111,61728,2019,M11,Kilograms,0
3290,Spain,Australia,090111,48288,2019,M11,Kilograms,0
3291,China,Australia,090111,0,2019,M11,Kilograms,3
3292,"Hong Kong, China",Australia,090111,0,2019,M11,Kilograms,0
3293,Lebanon,Australia,090111,0,2019,M11,Kilograms,0
3294,Qatar,Australia,090111,0,2019,M11,Kilograms,0
3295,United Arab Emirates,Australia,090111,0,2019,M11,Kilograms,29
3296,Germany,Australia,090111,2935335,2019,M12,Kilograms,0
3297,United Kingdom,Australia,090111,1551328,2019,M12,Kilograms,2
3298,France,Australia,090111,1911994,2019,M12,Kilograms,34
3299,Switzerland,Australia,090111,64224,2019,M12,Kilograms,0
3300,Greece,Australia,090111,3808,2019,M12,Kilograms,0
3301,Spain,Australia,090111,67085,2019,M12,Kilograms,0
3302,China,Australia,090111,0,2019,M12,Kilograms,2
3303,"Hong Kong, China",Australia,090111,0,2019,M12,Kilograms,37
3304,Lebanon,Australia,090111,0,2019,M12,Kilograms,0
3305,Qatar,Australia,090111,0,2019,M12,Kilograms,0
3306,United Arab Emirates,Australia,090111,0,2019,M12,Kilograms,5
3307,Germany,Australia,090111,2561647,2020,M01,Kilograms,0
3308,United Kingdom,Australia,090111,1386478,2020,M01,Kilograms,2
3309,France,Australia,090111,1038441,2020,M01,Kilograms,0
3310,Switzerland,Australia,090111,71559,2020,M01,Kilograms,0
3311,Greece,Australia,090111,3882,2020,M01,Kilograms,0
3312,Spain,Australia,090111,3737,2020,M01,Kilograms,0
3313,China,Australia,090111,0,2020,M01,Kilograms,0
3314,"Hong Kong, China",Australia,090111,0,2020,M01,Kilograms,13
3315,Lebanon,Australia,090111,0,2020,M01,Kilograms,0
3316,Qatar,Australia,090111,0,2020,M01,Kilograms,0
3317,United Arab Emirates,Australia,090111,0,2020,M01,Kilograms,0
3318,Canada,Australia,121293,0,2018,M08,Kilograms,0
3319,Canada,Australia,121293,4284,2018,M09,Kilograms,0
3320,Canada,Australia,121293,8576,2018,M10,Kilograms,0
3321,Canada,Australia,121293,2446,2018,M11,Kilograms,0
3322,Canada,Australia,121293,0,2018,M12,Kilograms,0
3323,Canada,Australia,121293,21398,2019,M01,Kilograms,0
3324,Canada,Australia,121293,3192,2019,M02,Kilograms,0
3325,Canada,Australia,121293,0,2019,M03,Kilograms,0
3326,Canada,Australia,121293,1942,2019,M04,Kilograms,0
3327,Canada,Australia,121293,325,2019,M05,Kilograms,0
3328,Canada,Australia,121293,0,2019,M06,Kilograms,0
3329,Canada,Australia,121293,7180,2019,M07,Kilograms,0
3330,Canada,Australia,121293,12231,2019,M08,Kilograms,0
3331,Canada,Australia,121293,10442,2019,M09,Kilograms,0
3332,Canada,Australia,121293,3038,2019,M10,Kilograms,0
3333,Canada,Australia,121293,6971,2019,M11,Kilograms,0
3334,Canada,Australia,121293,4428,2019,M12,Kilograms,0
3335,Canada,Australia,121293,27033,2020,M01,Kilograms,3
3336,Japan,Australia,200570,946,2018,M08,Kilograms,0
3337,Lebanon,Australia,200570,1760,2018,M08,Kilograms,0
3338,Japan,Australia,200570,1182,2018,M09,Kilograms,0
3339,Lebanon,Australia,200570,1473,2018,M09,Kilograms,0
3340,Japan,Australia,200570,1035,2018,M10,Kilograms,0
3341,Lebanon,Australia,200570,2156,2018,M10,Kilograms,0
3342,Japan,Australia,200570,2120,2018,M11,Kilograms,0
3343,Lebanon,Australia,200570,1586,2018,M11,Kilograms,0
3344,Japan,Australia,200570,1134,2018,M12,Kilograms,0
3345,Lebanon,Australia,200570,5741,2018,M12,Kilograms,0
3346,Japan,Australia,200570,729,2019,M01,Kilograms,0
3347,Lebanon,Australia,200570,1190,2019,M01,Kilograms,0
3348,Japan,Australia,200570,738,2019,M02,Kilograms,0
3349,Lebanon,Australia,200570,1365,2019,M02,Kilograms,0
3350,Japan,Australia,200570,826,2019,M03,Kilograms,0
3351,Lebanon,Australia,200570,1597,2019,M03,Kilograms,0
3352,Japan,Australia,200570,1155,2019,M04,Kilograms,0
3353,Lebanon,Australia,200570,2346,2019,M04,Kilograms,0
3354,Japan,Australia,200570,1078,2019,M05,Kilograms,0
3355,Lebanon,Australia,200570,1478,2019,M05,Kilograms,0
3356,Japan,Australia,200570,886,2019,M06,Kilograms,0
3357,Lebanon,Australia,200570,1940,2019,M06,Kilograms,0
3358,Japan,Australia,200570,790,2019,M07,Kilograms,0
3359,Lebanon,Australia,200570,2481,2019,M07,Kilograms,0
3360,Japan,Australia,200570,586,2019,M08,Kilograms,0
3361,Lebanon,Australia,200570,2220,2019,M08,Kilograms,0
3362,Japan,Australia,200570,737,2019,M09,Kilograms,0
3363,Lebanon,Australia,200570,2242,2019,M09,Kilograms,1
3364,Japan,Australia,200570,1396,2019,M10,Kilograms,4
3365,Lebanon,Australia,200570,1325,2019,M10,Kilograms,0
3366,Japan,Australia,200570,1474,2019,M11,Kilograms,0
3367,Lebanon,Australia,200570,243,2019,M11,Kilograms,0
3368,Japan,Australia,200570,1309,2019,M12,Kilograms,0
3369,Lebanon,Australia,200570,0,2019,M12,Kilograms,0
3370,Japan,Australia,200570,785,2020,M01,Kilograms,0
3371,Lebanon,Australia,200570,605,2020,M01,Kilograms,0
3372,Germany,Belgium,070200,2212538,2018,M06,Kilograms,9176
3373,Netherlands,Belgium,070200,4178348,2018,M06,Kilograms,5405
3374,Luxembourg,Belgium,070200,256109,2018,M06,Kilograms,845
3375,France,Belgium,070200,1210214,2018,M06,Kilograms,6017
3376,Austria,Belgium,070200,27596,2018,M06,Kilograms,102
3377,Poland,Belgium,070200,0,2018,M06,Kilograms,112
3378,Romania,Belgium,070200,0,2018,M06,Kilograms,18
3379,Slovakia,Belgium,070200,0,2018,M06,Kilograms,52
3380,Spain,Belgium,070200,35,2018,M06,Kilograms,1243
3381,Sweden,Belgium,070200,8077,2018,M06,Kilograms,250
3382,Switzerland,Belgium,070200,0,2018,M06,Kilograms,0
3383,United Kingdom,Belgium,070200,1994591,2018,M06,Kilograms,1730
3384,Belarus,Belgium,070200,0,2018,M06,Kilograms,19
3385,Czech Republic,Belgium,070200,5400,2018,M06,Kilograms,415
3386,Denmark,Belgium,070200,742,2018,M06,Kilograms,66
3387,Italy,Belgium,070200,0,2018,M06,Kilograms,1170
3388,Lithuania,Belgium,070200,0,2018,M06,Kilograms,99
3389,Germany,Belgium,070200,2249288,2018,M07,Kilograms,10037
3390,Netherlands,Belgium,070200,5476327,2018,M07,Kilograms,4873
3391,Luxembourg,Belgium,070200,255206,2018,M07,Kilograms,838
3392,France,Belgium,070200,1182588,2018,M07,Kilograms,7186
3393,Austria,Belgium,070200,43720,2018,M07,Kilograms,51
3394,Poland,Belgium,070200,0,2018,M07,Kilograms,19
3395,Romania,Belgium,070200,0,2018,M07,Kilograms,68
3396,Slovakia,Belgium,070200,0,2018,M07,Kilograms,59
3397,Spain,Belgium,070200,28,2018,M07,Kilograms,1214
3398,Sweden,Belgium,070200,8014,2018,M07,Kilograms,284
3399,Switzerland,Belgium,070200,0,2018,M07,Kilograms,0
3400,United Kingdom,Belgium,070200,14674,2018,M07,Kilograms,1669
3401,Belarus,Belgium,070200,0,2018,M07,Kilograms,0
3402,Czech Republic,Belgium,070200,4468,2018,M07,Kilograms,589
3403,Denmark,Belgium,070200,0,2018,M07,Kilograms,62
3404,Italy,Belgium,070200,0,2018,M07,Kilograms,776
3405,Lithuania,Belgium,070200,0,2018,M07,Kilograms,10
3406,Germany,Belgium,070200,1719707,2018,M08,Kilograms,7737
3407,Netherlands,Belgium,070200,4616368,2018,M08,Kilograms,5390
3408,Luxembourg,Belgium,070200,191272,2018,M08,Kilograms,577
3409,France,Belgium,070200,612893,2018,M08,Kilograms,5382
3410,Austria,Belgium,070200,16391,2018,M08,Kilograms,79
3411,Poland,Belgium,070200,0,2018,M08,Kilograms,10
3412,Romania,Belgium,070200,0,2018,M08,Kilograms,44
3413,Slovakia,Belgium,070200,0,2018,M08,Kilograms,70
3414,Spain,Belgium,070200,14,2018,M08,Kilograms,1230
3415,Sweden,Belgium,070200,1880,2018,M08,Kilograms,245
3416,Switzerland,Belgium,070200,0,2018,M08,Kilograms,0
3417,United Kingdom,Belgium,070200,9341,2018,M08,Kilograms,1419
3418,Belarus,Belgium,070200,0,2018,M08,Kilograms,0
3419,Czech Republic,Belgium,070200,1966,2018,M08,Kilograms,536
3420,Denmark,Belgium,070200,287,2018,M08,Kilograms,83
3421,Italy,Belgium,070200,0,2018,M08,Kilograms,623
3422,Lithuania,Belgium,070200,0,2018,M08,Kilograms,0
3423,Germany,Belgium,070200,1558823,2018,M09,Kilograms,11818
3424,Netherlands,Belgium,070200,2771143,2018,M09,Kilograms,8111
3425,Luxembourg,Belgium,070200,129711,2018,M09,Kilograms,793
3426,France,Belgium,070200,509772,2018,M09,Kilograms,4932
3427,Austria,Belgium,070200,12342,2018,M09,Kilograms,72
3428,Poland,Belgium,070200,0,2018,M09,Kilograms,63
3429,Romania,Belgium,070200,0,2018,M09,Kilograms,0
3430,Slovakia,Belgium,070200,0,2018,M09,Kilograms,54
3431,Spain,Belgium,070200,56,2018,M09,Kilograms,718
3432,Sweden,Belgium,070200,12208,2018,M09,Kilograms,228
3433,Switzerland,Belgium,070200,0,2018,M09,Kilograms,0
3434,United Kingdom,Belgium,070200,8407,2018,M09,Kilograms,1855
3435,Belarus,Belgium,070200,0,2018,M09,Kilograms,0
3436,Czech Republic,Belgium,070200,5775,2018,M09,Kilograms,713
3437,Denmark,Belgium,070200,4102,2018,M09,Kilograms,105
3438,Italy,Belgium,070200,0,2018,M09,Kilograms,541
3439,Lithuania,Belgium,070200,0,2018,M09,Kilograms,9
3440,Germany,Belgium,070200,1166936,2018,M10,Kilograms,12126
3441,Netherlands,Belgium,070200,912428,2018,M10,Kilograms,6528
3442,Luxembourg,Belgium,070200,110134,2018,M10,Kilograms,791
3443,France,Belgium,070200,279436,2018,M10,Kilograms,2878
3444,Austria,Belgium,070200,8736,2018,M10,Kilograms,108
3445,Poland,Belgium,070200,0,2018,M10,Kilograms,67
3446,Romania,Belgium,070200,0,2018,M10,Kilograms,19
3447,Slovakia,Belgium,070200,0,2018,M10,Kilograms,55
3448,Spain,Belgium,070200,1790,2018,M10,Kilograms,506
3449,Sweden,Belgium,070200,3500,2018,M10,Kilograms,231
3450,Switzerland,Belgium,070200,0,2018,M10,Kilograms,0
3451,United Kingdom,Belgium,070200,12351,2018,M10,Kilograms,1139
3452,Belarus,Belgium,070200,0,2018,M10,Kilograms,0
3453,Czech Republic,Belgium,070200,13163,2018,M10,Kilograms,518
3454,Denmark,Belgium,070200,1777,2018,M10,Kilograms,92
3455,Italy,Belgium,070200,0,2018,M10,Kilograms,665
3456,Lithuania,Belgium,070200,0,2018,M10,Kilograms,44
3457,Germany,Belgium,070200,303425,2018,M11,Kilograms,6791
3458,Netherlands,Belgium,070200,154906,2018,M11,Kilograms,4545
3459,Luxembourg,Belgium,070200,68530,2018,M11,Kilograms,610
3460,France,Belgium,070200,67559,2018,M11,Kilograms,2528
3461,Austria,Belgium,070200,8893,2018,M11,Kilograms,114
3462,Poland,Belgium,070200,0,2018,M11,Kilograms,96
3463,Romania,Belgium,070200,0,2018,M11,Kilograms,0
3464,Slovakia,Belgium,070200,3049,2018,M11,Kilograms,105
3465,Spain,Belgium,070200,1257,2018,M11,Kilograms,244
3466,Sweden,Belgium,070200,779,2018,M11,Kilograms,198
3467,Switzerland,Belgium,070200,0,2018,M11,Kilograms,0
3468,United Kingdom,Belgium,070200,998,2018,M11,Kilograms,1517
3469,Belarus,Belgium,070200,0,2018,M11,Kilograms,44
3470,Czech Republic,Belgium,070200,0,2018,M11,Kilograms,251
3471,Denmark,Belgium,070200,2185,2018,M11,Kilograms,36
3472,Italy,Belgium,070200,0,2018,M11,Kilograms,559
3473,Lithuania,Belgium,070200,0,2018,M11,Kilograms,17
3474,Germany,Belgium,070200,45728,2018,M12,Kilograms,6946
3475,Netherlands,Belgium,070200,78430,2018,M12,Kilograms,4751
3476,Luxembourg,Belgium,070200,60430,2018,M12,Kilograms,687
3477,France,Belgium,070200,77762,2018,M12,Kilograms,3805
3478,Austria,Belgium,070200,3140,2018,M12,Kilograms,47
3479,Poland,Belgium,070200,0,2018,M12,Kilograms,201
3480,Romania,Belgium,070200,0,2018,M12,Kilograms,0
3481,Slovakia,Belgium,070200,0,2018,M12,Kilograms,91
3482,Spain,Belgium,070200,10450,2018,M12,Kilograms,67
3483,Sweden,Belgium,070200,0,2018,M12,Kilograms,115
3484,Switzerland,Belgium,070200,0,2018,M12,Kilograms,0
3485,United Kingdom,Belgium,070200,0,2018,M12,Kilograms,1934
3486,Belarus,Belgium,070200,0,2018,M12,Kilograms,12
3487,Czech Republic,Belgium,070200,0,2018,M12,Kilograms,334
3488,Denmark,Belgium,070200,0,2018,M12,Kilograms,31
3489,Italy,Belgium,070200,0,2018,M12,Kilograms,212
3490,Lithuania,Belgium,070200,0,2018,M12,Kilograms,7
3491,Germany,Belgium,070200,73682,2019,M01,Kilograms,5580
3492,Netherlands,Belgium,070200,77066,2019,M01,Kilograms,4003
3493,Luxembourg,Belgium,070200,70363,2019,M01,Kilograms,689
3494,France,Belgium,070200,86791,2019,M01,Kilograms,2500
3495,Austria,Belgium,070200,2991,2019,M01,Kilograms,48
3496,Poland,Belgium,070200,0,2019,M01,Kilograms,199
3497,Romania,Belgium,070200,0,2019,M01,Kilograms,0
3498,Slovakia,Belgium,070200,0,2019,M01,Kilograms,189
3499,Spain,Belgium,070200,3978,2019,M01,Kilograms,2
3500,Sweden,Belgium,070200,0,2019,M01,Kilograms,106
3501,Switzerland,Belgium,070200,0,2019,M01,Kilograms,0
3502,United Kingdom,Belgium,070200,0,2019,M01,Kilograms,1804
3503,Belarus,Belgium,070200,0,2019,M01,Kilograms,0
3504,Czech Republic,Belgium,070200,0,2019,M01,Kilograms,315
3505,Denmark,Belgium,070200,0,2019,M01,Kilograms,21
3506,Italy,Belgium,070200,0,2019,M01,Kilograms,90
3507,Lithuania,Belgium,070200,0,2019,M01,Kilograms,11
3508,Germany,Belgium,070200,473951,2019,M02,Kilograms,4440
3509,Netherlands,Belgium,070200,327478,2019,M02,Kilograms,3218
3510,Luxembourg,Belgium,070200,76838,2019,M02,Kilograms,596
3511,France,Belgium,070200,70656,2019,M02,Kilograms,1395
3512,Austria,Belgium,070200,6484,2019,M02,Kilograms,54
3513,Poland,Belgium,070200,1069,2019,M02,Kilograms,187
3514,Romania,Belgium,070200,0,2019,M02,Kilograms,18
3515,Slovakia,Belgium,070200,0,2019,M02,Kilograms,122
3516,Spain,Belgium,070200,98885,2019,M02,Kilograms,88
3517,Sweden,Belgium,070200,0,2019,M02,Kilograms,92
3518,Switzerland,Belgium,070200,0,2019,M02,Kilograms,0
3519,United Kingdom,Belgium,070200,0,2019,M02,Kilograms,1225
3520,Belarus,Belgium,070200,0,2019,M02,Kilograms,0
3521,Czech Republic,Belgium,070200,76848,2019,M02,Kilograms,291
3522,Denmark,Belgium,070200,0,2019,M02,Kilograms,14
3523,Italy,Belgium,070200,0,2019,M02,Kilograms,97
3524,Lithuania,Belgium,070200,0,2019,M02,Kilograms,9
3525,Germany,Belgium,070200,1616601,2019,M03,Kilograms,5137
3526,Netherlands,Belgium,070200,2638227,2019,M03,Kilograms,4536
3527,Luxembourg,Belgium,070200,137856,2019,M03,Kilograms,728
3528,France,Belgium,070200,154458,2019,M03,Kilograms,1716
3529,Austria,Belgium,070200,20146,2019,M03,Kilograms,82
